Toleo;Corrente;Tamb;Tempo
55;700;23,2;6/3/21 22:10
56;700;23,4;6/3/21 22:11
56;700;23,6;6/3/21 22:12
57;700;23,8;6/3/21 22:13
57;700;24;6/3/21 22:14
58;700;24,2;6/3/21 22:15
58;700;24,4;6/3/21 22:16
59;700;24,6;6/3/21 22:17
59;700;24,8;6/3/21 22:18
60;700;25;6/3/21 22:19
60;700;25,2;6/3/21 22:20
61;700;25,4;6/3/21 22:21
61;700;25,6;6/3/21 22:22
62;700;25,8;6/3/21 22:23
62;700;26;6/3/21 22:24
63;700;26,2;6/3/21 22:25
63;700;26,4;6/3/21 22:26
64;700;26,6;6/3/21 22:27
64;700;26,8;6/3/21 22:28
65;700;27;6/3/21 22:29
65;700;27,2;6/3/21 22:30
66;700;27,4;6/3/21 22:31
66;700;27,6;6/3/21 22:32
67;700;27,8;6/3/21 22:33
67;700;28;6/3/21 22:34
68;700;28,2;6/3/21 22:35
68;700;28,4;6/3/21 22:36
69;500;28,6;6/3/21 22:37
69;500;28,8;6/3/21 22:38
68;500;29;6/3/21 22:39
68;500;29,2;6/3/21 22:40
67;500;29,4;6/3/21 22:41
67;500;29,6;6/3/21 22:42
66;500;29,8;6/3/21 22:43
66;500;30;6/3/21 22:44
65;500;29,8;6/3/21 22:45
65;500;29,6;6/3/21 22:46
64;500;29,4;6/3/21 22:47
64;500;29,2;6/3/21 22:48
63;500;29;6/3/21 22:49
63;500;28,8;6/3/21 22:50
62;400;28,6;6/3/21 22:51
62;400;28,4;6/3/21 22:52
61;400;28,2;6/3/21 22:53
61;400;28;6/3/21 22:54
60;400;27,8;6/3/21 22:55
60;400;27,6;6/3/21 22:56
59;400;27,4;6/3/21 22:57
59;400;27,2;6/3/21 22:58
58;400;27;6/3/21 22:59
58;400;26,8;6/3/21 23:00
57;800;26,6;6/3/21 23:01
57;800;26,4;6/3/21 23:02
58;800;26,2;6/3/21 23:03
58;800;26;6/3/21 23:04
59;800;25,8;6/3/21 23:05
59;800;25,6;6/3/21 23:06
60;800;25,4;6/3/21 23:07
60;800;25,2;6/3/21 23:08
61;800;25;6/3/21 23:09
61;800;24,8;6/3/21 23:10
62;800;24,6;6/3/21 23:11
62;800;24,4;6/3/21 23:12
63;800;24,2;6/3/21 23:13
63;800;24;6/3/21 23:14
64;800;23,8;6/3/21 23:15
64;800;23,6;6/3/21 23:16
65;800;23,4;6/3/21 23:17
65;800;23,2;6/3/21 23:18
66;800;23;6/3/21 23:19
66;800;22,8;6/3/21 23:20
67;800;22,6;6/3/21 23:21
67;800;22,4;6/3/21 23:22
68;800;22,2;6/3/21 23:23
68;800;22;6/3/21 23:24
69;800;21,8;6/3/21 23:25
69;800;21,6;6/3/21 23:26
70;800;21,4;6/3/21 23:27
70;800;21,2;6/3/21 23:28
71;800;21;6/3/21 23:29
71;800;20,8;6/3/21 23:30
70;500;20,6;6/3/21 23:31
69;500;20,4;6/3/21 23:32
68;500;20,2;6/3/21 23:33
67;500;20;6/3/21 23:34
66;500;19,9;6/3/21 23:35
65;500;19,8;6/3/21 23:36
64;500;19,7;6/3/21 23:37
63;500;19,6;6/3/21 23:38
62;400;19,5;6/3/21 23:39
61;400;19,4;6/3/21 23:40
60;400;19,3;6/3/21 23:41
59;400;19,2;6/3/21 23:42
59;400;19;6/3/21 23:43
59;400;19;6/3/21 23:44
58;400;19;6/3/21 23:45
58;400;18,9;6/3/21 23:46
57;400;18,9;6/3/21 23:47
57;400;18,9;6/3/21 23:48
56;400;18,8;6/3/21 23:49
56;400;18,8;6/3/21 23:50
55;400;18,8;6/3/21 23:51
55;400;18,8;6/3/21 23:52
54;400;18,7;6/3/21 23:53
54;400;18,7;6/3/21 23:54
53;400;18,6;6/3/21 23:55
53;400;18,6;6/3/21 23:56
52;400;18,5;6/3/21 23:57
52;400;18,5;6/3/21 23:58
51;400;18,4;6/3/21 23:59
51;400;18,4;7/3/21 0:00
50;400;18,3;7/3/21 0:01
50;400;18,3;7/3/21 0:02
49;400;18,2;7/3/21 0:03
49;400;18,2;7/3/21 0:04
49;400;18,1;7/3/21 0:05
49;400;18,1;7/3/21 0:06
49;400;18;7/3/21 0:07
49;400;18,2;7/3/21 0:08
49;400;18,4;7/3/21 0:09
49;400;18,6;7/3/21 0:10
49;400;18,8;7/3/21 0:11
49;400;19;7/3/21 0:12
49;400;19,2;7/3/21 0:13
49;400;19,4;7/3/21 0:14
49;400;19,6;7/3/21 0:15
49;400;19,8;7/3/21 0:16
50;800;20;7/3/21 0:17
50;800;20,2;7/3/21 0:18
50;800;20,4;7/3/21 0:19
51;800;20,6;7/3/21 0:20
51;800;20,8;7/3/21 0:21
52;800;21;7/3/21 0:22
52;800;21,2;7/3/21 0:23
53;800;21,4;7/3/21 0:24
53;800;21,6;7/3/21 0:25
54;800;21,8;7/3/21 0:26
54;800;22;7/3/21 0:27
55;800;22,2;7/3/21 0:28
55;800;22,4;7/3/21 0:29
56;800;22,6;7/3/21 0:30
56;800;22,8;7/3/21 0:31
57;700;23;7/3/21 0:32
57;700;23,2;7/3/21 0:33
58;700;23,4;7/3/21 0:34
58;700;23,6;7/3/21 0:35
59;700;23,8;7/3/21 0:36
59;700;24;7/3/21 0:37
60;700;24,2;7/3/21 0:38
60;700;24,4;7/3/21 0:39
61;700;24,6;7/3/21 0:40
61;700;24,8;7/3/21 0:41
62;700;25;7/3/21 0:42
62;700;25,2;7/3/21 0:43
63;700;25,4;7/3/21 0:44
63;700;25,6;7/3/21 0:45
64;700;25,8;7/3/21 0:46
64;700;26;7/3/21 0:47
65;700;26,2;7/3/21 0:48
65;700;26,4;7/3/21 0:49
66;700;26,6;7/3/21 0:50
66;700;26,8;7/3/21 0:51
67;700;27;7/3/21 0:52
67;700;27,2;7/3/21 0:53
68;700;27,4;7/3/21 0:54
68;700;27,6;7/3/21 0:55
69;700;27,8;7/3/21 0:56
69;700;28;7/3/21 0:57
70;700;28,2;7/3/21 0:58
70;700;28,4;7/3/21 0:59
71;500;28,6;7/3/21 1:00
71;500;28,8;7/3/21 1:01
70;500;29;7/3/21 1:02
70;500;29,2;7/3/21 1:03
69;500;29,4;7/3/21 1:04
69;500;29,6;7/3/21 1:05
68;500;29,8;7/3/21 1:06
68;500;30;7/3/21 1:07
67;500;29,8;7/3/21 1:08
67;500;29,6;7/3/21 1:09
66;500;29,4;7/3/21 1:10
66;500;29,2;7/3/21 1:11
65;500;29;7/3/21 1:12
65;500;28,8;7/3/21 1:13
64;400;28,6;7/3/21 1:14
64;400;28,4;7/3/21 1:15
63;400;28,2;7/3/21 1:16
63;400;28;7/3/21 1:17
62;400;27,8;7/3/21 1:18
62;400;27,6;7/3/21 1:19
61;400;27,4;7/3/21 1:20
61;400;27,2;7/3/21 1:21
60;400;27;7/3/21 1:22
60;400;26,8;7/3/21 1:23
59;800;26,6;7/3/21 1:24
59;800;26,4;7/3/21 1:25
60;800;26,2;7/3/21 1:26
60;800;26;7/3/21 1:27
61;800;25,8;7/3/21 1:28
61;800;25,6;7/3/21 1:29
62;800;25,4;7/3/21 1:30
62;800;25,2;7/3/21 1:31
63;800;25;7/3/21 1:32
63;800;24,8;7/3/21 1:33
64;800;24,6;7/3/21 1:34
64;800;24,4;7/3/21 1:35
65;800;24,2;7/3/21 1:36
65;800;24;7/3/21 1:37
66;800;23,8;7/3/21 1:38
66;800;23,6;7/3/21 1:39
67;800;23,4;7/3/21 1:40
67;800;23,2;7/3/21 1:41
68;800;23;7/3/21 1:42
68;800;22,8;7/3/21 1:43
69;800;22,6;7/3/21 1:44
69;800;22,4;7/3/21 1:45
70;800;22,2;7/3/21 1:46
70;800;22;7/3/21 1:47
71;800;21,8;7/3/21 1:48
71;800;21,6;7/3/21 1:49
72;800;21,4;7/3/21 1:50
72;800;21,2;7/3/21 1:51
73;800;21;7/3/21 1:52
73;800;20,8;7/3/21 1:53
72;500;20,6;7/3/21 1:54
71;500;20,4;7/3/21 1:55
70;500;20,2;7/3/21 1:56
69;500;20;7/3/21 1:57
68;500;19,9;7/3/21 1:58
67;500;19,8;7/3/21 1:59
66;500;19,7;7/3/21 2:00
65;500;19,6;7/3/21 2:01
64;400;19,5;7/3/21 2:02
63;400;19,4;7/3/21 2:03
62;400;19,3;7/3/21 2:04
61;400;19,2;7/3/21 2:05
60;400;19,1;7/3/21 2:06
58;400;19;7/3/21 2:07
58;400;19;7/3/21 2:08
57;400;19;7/3/21 2:09
57;400;18,9;7/3/21 2:10
56;400;18,9;7/3/21 2:11
56;400;18,9;7/3/21 2:12
55;400;18,8;7/3/21 2:13
55;400;18,8;7/3/21 2:14
54;400;18,8;7/3/21 2:15
54;400;18,8;7/3/21 2:16
53;400;18,7;7/3/21 2:17
53;400;18,7;7/3/21 2:18
52;400;18,6;7/3/21 2:19
52;400;18,6;7/3/21 2:20
51;400;18,5;7/3/21 2:21
51;400;18,5;7/3/21 2:22
50;400;18,4;7/3/21 2:23
50;400;18,4;7/3/21 2:24
49;400;18,3;7/3/21 2:25
49;400;18,3;7/3/21 2:26
48;400;18,2;7/3/21 2:27
48;400;18,2;7/3/21 2:28
48;400;18,1;7/3/21 2:29
48;400;18,1;7/3/21 2:30
48;400;18;7/3/21 2:31
48;400;18,2;7/3/21 2:32
48;400;18,4;7/3/21 2:33
48;400;18,6;7/3/21 2:34
48;400;18,8;7/3/21 2:35
48;400;19;7/3/21 2:36
48;400;19,2;7/3/21 2:37
48;400;19,4;7/3/21 2:38
48;400;19,6;7/3/21 2:39
48;400;19,8;7/3/21 2:40
49;800;20;7/3/21 2:41
49;800;20,2;7/3/21 2:42
49;800;20,4;7/3/21 2:43
50;800;20,6;7/3/21 2:44
50;800;20,8;7/3/21 2:45
51;800;21;7/3/21 2:46
51;800;21,2;7/3/21 2:47
52;800;21,4;7/3/21 2:48
52;800;21,6;7/3/21 2:49
53;800;21,8;7/3/21 2:50
53;800;22;7/3/21 2:51
54;800;22,2;7/3/21 2:52
54;800;22,4;7/3/21 2:53
55;800;22,6;7/3/21 2:54
55;800;22,8;7/3/21 2:55
56;700;23;7/3/21 2:56
56;700;23,2;7/3/21 2:57
57;700;23,4;7/3/21 2:58
57;700;23,6;7/3/21 2:59
58;700;23,8;7/3/21 3:00
58;700;24;7/3/21 3:01
59;700;24,2;7/3/21 3:02
59;700;24,4;7/3/21 3:03
60;700;24,6;7/3/21 3:04
60;700;24,8;7/3/21 3:05
61;700;25;7/3/21 3:06
61;700;25,2;7/3/21 3:07
62;700;25,4;7/3/21 3:08
62;700;25,6;7/3/21 3:09
63;700;25,8;7/3/21 3:10
63;700;26;7/3/21 3:11
64;700;26,2;7/3/21 3:12
64;700;26,4;7/3/21 3:13
65;700;26,6;7/3/21 3:14
65;700;26,8;7/3/21 3:15
66;700;27;7/3/21 3:16
66;700;27,2;7/3/21 3:17
67;700;27,4;7/3/21 3:18
67;700;27,6;7/3/21 3:19
68;700;27,8;7/3/21 3:20
68;700;28;7/3/21 3:21
69;700;28,2;7/3/21 3:22
69;700;28,4;7/3/21 3:23
70;500;28,6;7/3/21 3:24
70;500;28,8;7/3/21 3:25
69;500;29;7/3/21 3:26
69;500;29,2;7/3/21 3:27
68;500;29,4;7/3/21 3:28
68;500;29,6;7/3/21 3:29
67;500;29,8;7/3/21 3:30
67;500;30;7/3/21 3:31
66;500;29,8;7/3/21 3:32
66;500;29,6;7/3/21 3:33
65;500;29,4;7/3/21 3:34
65;500;29,2;7/3/21 3:35
64;500;29;7/3/21 3:36
64;500;28,8;7/3/21 3:37
63;400;28,6;7/3/21 3:38
63;400;28,4;7/3/21 3:39
62;400;28,2;7/3/21 3:40
62;400;28;7/3/21 3:41
61;400;27,8;7/3/21 3:42
61;400;27,6;7/3/21 3:43
60;400;27,4;7/3/21 3:44
60;400;27,2;7/3/21 3:45
59;400;27;7/3/21 3:46
59;400;26,8;7/3/21 3:47
58;800;26,6;7/3/21 3:48
58;800;26,4;7/3/21 3:49
59;800;26,2;7/3/21 3:50
59;800;26;7/3/21 3:51
60;800;25,8;7/3/21 3:52
60;800;25,6;7/3/21 3:53
61;800;25,4;7/3/21 3:54
61;800;25,2;7/3/21 3:55
62;800;25;7/3/21 3:56
62;800;24,8;7/3/21 3:57
63;800;24,6;7/3/21 3:58
63;800;24,4;7/3/21 3:59
64;800;24,2;7/3/21 4:00
64;800;24;7/3/21 4:01
65;800;23,8;7/3/21 4:02
65;800;23,6;7/3/21 4:03
66;800;23,4;7/3/21 4:04
66;800;23,2;7/3/21 4:05
67;800;23;7/3/21 4:06
67;800;22,8;7/3/21 4:07
68;800;22,6;7/3/21 4:08
68;800;22,4;7/3/21 4:09
69;800;22,2;7/3/21 4:10
69;800;22;7/3/21 4:11
70;800;21,8;7/3/21 4:12
70;800;21,6;7/3/21 4:13
71;800;21,4;7/3/21 4:14
71;800;21,2;7/3/21 4:15
72;800;21;7/3/21 4:16
72;800;20,8;7/3/21 4:17
71;500;20,6;7/3/21 4:18
70;500;20,4;7/3/21 4:19
69;500;20,2;7/3/21 4:20
68;500;20;7/3/21 4:21
67;500;19,9;7/3/21 4:22
66;500;19,8;7/3/21 4:23
65;500;19,7;7/3/21 4:24
64;500;19,6;7/3/21 4:25
63;400;19,5;7/3/21 4:26
62;400;19,4;7/3/21 4:27
61;400;19,3;7/3/21 4:28
60;400;19,2;7/3/21 4:29
59;400;19,1;7/3/21 4:30
57;400;19;7/3/21 4:31
57;400;19;7/3/21 4:32
56;400;19;7/3/21 4:33
56;400;18,9;7/3/21 4:34
55;400;18,9;7/3/21 4:35
55;400;18,9;7/3/21 4:36
54;400;18,8;7/3/21 4:37
54;400;18,8;7/3/21 4:38
53;400;18,8;7/3/21 4:39
53;400;18,8;7/3/21 4:40
52;400;18,7;7/3/21 4:41
52;400;18,7;7/3/21 4:42
51;400;18,6;7/3/21 4:43
51;400;18,6;7/3/21 4:44
50;400;18,5;7/3/21 4:45
50;400;18,5;7/3/21 4:46
49;400;18,4;7/3/21 4:47
49;400;18,4;7/3/21 4:48
48;400;18,3;7/3/21 4:49
48;400;18,3;7/3/21 4:50
47;400;18,2;7/3/21 4:51
47;400;18,2;7/3/21 4:52
47;400;18,1;7/3/21 4:53
47;400;18,1;7/3/21 4:54
47;400;18;7/3/21 4:55
47;400;18,2;7/3/21 4:56
47;400;18,4;7/3/21 4:57
47;400;18,6;7/3/21 4:58
47;400;18,8;7/3/21 4:59
47;400;19;7/3/21 5:00
47;400;19,2;7/3/21 5:01
47;400;19,4;7/3/21 5:02
47;400;19,6;7/3/21 5:03
47;400;19,8;7/3/21 5:04
48;800;20;7/3/21 5:05
48;800;20,2;7/3/21 5:06
48;800;20,4;7/3/21 5:07
49;800;20,6;7/3/21 5:08
49;800;20,8;7/3/21 5:09
50;800;21;7/3/21 5:10
50;800;21,2;7/3/21 5:11
51;800;21,4;7/3/21 5:12
51;800;21,6;7/3/21 5:13
52;800;21,8;7/3/21 5:14
52;800;22;7/3/21 5:15
53;800;22,2;7/3/21 5:16
53;800;22,4;7/3/21 5:17
54;800;22,6;7/3/21 5:18
54;800;22,8;7/3/21 5:19
55;700;23;7/3/21 5:20
55;700;23,2;7/3/21 5:21
56;700;23,4;7/3/21 5:22
56;700;23,6;7/3/21 5:23
57;700;23,8;7/3/21 5:24
57;700;24;7/3/21 5:25
58;700;24,2;7/3/21 5:26
58;700;24,4;7/3/21 5:27
59;700;24,6;7/3/21 5:28
59;700;24,8;7/3/21 5:29
60;700;25;7/3/21 5:30
60;700;25,2;7/3/21 5:31
61;700;25,4;7/3/21 5:32
61;700;25,6;7/3/21 5:33
62;700;25,8;7/3/21 5:34
62;700;26;7/3/21 5:35
63;700;26,2;7/3/21 5:36
63;700;26,4;7/3/21 5:37
64;700;26,6;7/3/21 5:38
64;700;26,8;7/3/21 5:39
65;700;27;7/3/21 5:40
65;700;27,2;7/3/21 5:41
66;700;27,4;7/3/21 5:42
66;700;27,6;7/3/21 5:43
67;700;27,8;7/3/21 5:44
67;700;28;7/3/21 5:45
68;700;28,2;7/3/21 5:46
68;700;28,4;7/3/21 5:47
69;500;28,6;7/3/21 5:48
69;500;28,8;7/3/21 5:49
68;500;29;7/3/21 5:50
68;500;29,2;7/3/21 5:51
67;500;29,4;7/3/21 5:52
67;500;29,6;7/3/21 5:53
66;500;29,8;7/3/21 5:54
66;500;30;7/3/21 5:55
65;500;29,8;7/3/21 5:56
65;500;29,6;7/3/21 5:57
64;500;29,4;7/3/21 5:58
64;500;29,2;7/3/21 5:59
63;500;29;7/3/21 6:00
63;500;28,8;7/3/21 6:01
62;400;28,6;7/3/21 6:02
62;400;28,4;7/3/21 6:03
61;400;28,2;7/3/21 6:04
61;400;28;7/3/21 6:05
60;400;27,8;7/3/21 6:06
60;400;27,6;7/3/21 6:07
59;400;27,4;7/3/21 6:08
59;400;27,2;7/3/21 6:09
58;400;27;7/3/21 6:10
58;400;26,8;7/3/21 6:11
57;800;26,6;7/3/21 6:12
57;800;26,4;7/3/21 6:13
58;800;26,2;7/3/21 6:14
58;800;26;7/3/21 6:15
59;800;25,8;7/3/21 6:16
59;800;25,6;7/3/21 6:17
60;800;25,4;7/3/21 6:18
60;800;25,2;7/3/21 6:19
61;800;25;7/3/21 6:20
61;800;24,8;7/3/21 6:21
62;800;24,6;7/3/21 6:22
62;800;24,4;7/3/21 6:23
63;800;24,2;7/3/21 6:24
63;800;24;7/3/21 6:25
64;800;23,8;7/3/21 6:26
64;800;23,6;7/3/21 6:27
65;800;23,4;7/3/21 6:28
65;800;23,2;7/3/21 6:29
66;800;23;7/3/21 6:30
66;800;22,8;7/3/21 6:31
67;800;22,6;7/3/21 6:32
67;800;22,4;7/3/21 6:33
68;800;22,2;7/3/21 6:34
68;800;22;7/3/21 6:35
69;800;21,8;7/3/21 6:36
69;800;21,6;7/3/21 6:37
70;800;21,4;7/3/21 6:38
70;800;21,2;7/3/21 6:39
71;800;21;7/3/21 6:40
71;800;20,8;7/3/21 6:41
70;500;20,6;7/3/21 6:42
69;500;20,4;7/3/21 6:43
68;500;20,2;7/3/21 6:44
67;500;20;7/3/21 6:45
66;500;19,9;7/3/21 6:46
65;500;19,8;7/3/21 6:47
64;500;19,7;7/3/21 6:48
63;500;19,6;7/3/21 6:49
62;400;19,5;7/3/21 6:50
61;400;19,4;7/3/21 6:51
60;400;19,3;7/3/21 6:52
59;400;19,2;7/3/21 6:53
59;400;19;7/3/21 6:54
59;400;19;7/3/21 6:55
58;400;19;7/3/21 6:56
58;400;18,9;7/3/21 6:57
57;400;18,9;7/3/21 6:58
57;400;18,9;7/3/21 6:59
56;400;18,8;7/3/21 7:00
56;400;18,8;7/3/21 7:01
55;400;18,8;7/3/21 7:02
55;400;18,8;7/3/21 7:03
54;400;18,7;7/3/21 7:04
54;400;18,7;7/3/21 7:05
53;400;18,6;7/3/21 7:06
53;400;18,6;7/3/21 7:07
52;400;18,5;7/3/21 7:08
52;400;18,5;7/3/21 7:09
51;400;18,4;7/3/21 7:10
51;400;18,4;7/3/21 7:11
50;400;18,3;7/3/21 7:12
50;400;18,3;7/3/21 7:13
49;400;18,2;7/3/21 7:14
49;400;18,2;7/3/21 7:15
49;400;18,1;7/3/21 7:16
49;400;18,1;7/3/21 7:17
49;400;18;7/3/21 7:18
49;400;18,2;7/3/21 7:19
49;400;18,4;7/3/21 7:20
49;400;18,6;7/3/21 7:21
49;400;18,8;7/3/21 7:22
49;400;19;7/3/21 7:23
49;400;19,2;7/3/21 7:24
49;400;19,4;7/3/21 7:25
49;400;19,6;7/3/21 7:26
49;400;19,8;7/3/21 7:27
50;800;20;7/3/21 7:28
50;800;20,2;7/3/21 7:29
50;800;20,4;7/3/21 7:30
51;800;20,6;7/3/21 7:31
51;800;20,8;7/3/21 7:32
52;800;21;7/3/21 7:33
52;800;21,2;7/3/21 7:34
53;800;21,4;7/3/21 7:35
53;800;21,6;7/3/21 7:36
54;800;21,8;7/3/21 7:37
54;800;22;7/3/21 7:38
55;800;22,2;7/3/21 7:39
55;800;22,4;7/3/21 7:40
56;800;22,6;7/3/21 7:41
56;800;22,8;7/3/21 7:42
57;700;23;7/3/21 7:43
57;700;23,2;7/3/21 7:44
58;700;23,4;7/3/21 7:45
58;700;23,6;7/3/21 7:46
59;700;23,8;7/3/21 7:47
59;700;24;7/3/21 7:48
60;700;24,2;7/3/21 7:49
60;700;24,4;7/3/21 7:50
61;700;24,6;7/3/21 7:51
61;700;24,8;7/3/21 7:52
62;700;25;7/3/21 7:53
62;700;25,2;7/3/21 7:54
63;700;25,4;7/3/21 7:55
63;700;25,6;7/3/21 7:56
64;700;25,8;7/3/21 7:57
64;700;26;7/3/21 7:58
65;700;26,2;7/3/21 7:59
65;700;26,4;7/3/21 8:00
66;700;26,6;7/3/21 8:01
66;700;26,8;7/3/21 8:02
67;700;27;7/3/21 8:03
67;700;27,2;7/3/21 8:04
68;700;27,4;7/3/21 8:05
68;700;27,6;7/3/21 8:06
69;700;27,8;7/3/21 8:07
69;700;28;7/3/21 8:08
70;700;28,2;7/3/21 8:09
70;700;28,4;7/3/21 8:10
71;500;28,6;7/3/21 8:11
71;500;28,8;7/3/21 8:12
70;500;29;7/3/21 8:13
70;500;29,2;7/3/21 8:14
69;500;29,4;7/3/21 8:15
69;500;29,6;7/3/21 8:16
68;500;29,8;7/3/21 8:17
68;500;30;7/3/21 8:18
67;500;29,8;7/3/21 8:19
67;500;29,6;7/3/21 8:20
66;500;29,4;7/3/21 8:21
66;500;29,2;7/3/21 8:22
65;500;29;7/3/21 8:23
65;500;28,8;7/3/21 8:24
64;400;28,6;7/3/21 8:25
64;400;28,4;7/3/21 8:26
63;400;28,2;7/3/21 8:27
63;400;28;7/3/21 8:28
62;400;27,8;7/3/21 8:29
62;400;27,6;7/3/21 8:30
61;400;27,4;7/3/21 8:31
61;400;27,2;7/3/21 8:32
60;400;27;7/3/21 8:33
60;400;26,8;7/3/21 8:34
59;800;26,6;7/3/21 8:35
59;800;26,4;7/3/21 8:36
60;800;26,2;7/3/21 8:37
60;800;26;7/3/21 8:38
61;800;25,8;7/3/21 8:39
61;800;25,6;7/3/21 8:40
62;800;25,4;7/3/21 8:41
62;800;25,2;7/3/21 8:42
63;800;25;7/3/21 8:43
63;800;24,8;7/3/21 8:44
64;800;24,6;7/3/21 8:45
64;800;24,4;7/3/21 8:46
65;800;24,2;7/3/21 8:47
65;800;24;7/3/21 8:48
66;800;23,8;7/3/21 8:49
66;800;23,6;7/3/21 8:50
67;800;23,4;7/3/21 8:51
67;800;23,2;7/3/21 8:52
68;800;23;7/3/21 8:53
68;800;22,8;7/3/21 8:54
69;800;22,6;7/3/21 8:55
69;800;22,4;7/3/21 8:56
70;800;22,2;7/3/21 8:57
70;800;22;7/3/21 8:58
71;800;21,8;7/3/21 8:59
71;800;21,6;7/3/21 9:00
72;800;21,4;7/3/21 9:01
72;800;21,2;7/3/21 9:02
73;800;21;7/3/21 9:03
73;800;20,8;7/3/21 9:04
72;500;20,6;7/3/21 9:05
71;500;20,4;7/3/21 9:06
70;500;20,2;7/3/21 9:07
69;500;20;7/3/21 9:08
68;500;19,9;7/3/21 9:09
67;500;19,8;7/3/21 9:10
66;500;19,7;7/3/21 9:11
65;500;19,6;7/3/21 9:12
64;400;19,5;7/3/21 9:13
63;400;19,4;7/3/21 9:14
62;400;19,3;7/3/21 9:15
61;400;19,2;7/3/21 9:16
60;400;19,1;7/3/21 9:17
58;400;19;7/3/21 9:18
58;400;19;7/3/21 9:19
57;400;19;7/3/21 9:20
57;400;18,9;7/3/21 9:21
56;400;18,9;7/3/21 9:22
56;400;18,9;7/3/21 9:23
55;400;18,8;7/3/21 9:24
55;400;18,8;7/3/21 9:25
54;400;18,8;7/3/21 9:26
54;400;18,8;7/3/21 9:27
53;400;18,7;7/3/21 9:28
53;400;18,7;7/3/21 9:29
52;400;18,6;7/3/21 9:30
52;400;18,6;7/3/21 9:31
51;400;18,5;7/3/21 9:32
51;400;18,5;7/3/21 9:33
50;400;18,4;7/3/21 9:34
50;400;18,4;7/3/21 9:35
49;400;18,3;7/3/21 9:36
49;400;18,3;7/3/21 9:37
48;400;18,2;7/3/21 9:38
48;400;18,2;7/3/21 9:39
48;400;18,1;7/3/21 9:40
48;400;18,1;7/3/21 9:41
48;400;18;7/3/21 9:42
48;400;18,2;7/3/21 9:43
48;400;18,4;7/3/21 9:44
48;400;18,6;7/3/21 9:45
48;400;18,8;7/3/21 9:46
48;400;19;7/3/21 9:47
48;400;19,2;7/3/21 9:48
48;400;19,4;7/3/21 9:49
48;400;19,6;7/3/21 9:50
48;400;19,8;7/3/21 9:51
49;800;20;7/3/21 9:52
49;800;20,2;7/3/21 9:53
49;800;20,4;7/3/21 9:54
50;800;20,6;7/3/21 9:55
50;800;20,8;7/3/21 9:56
51;800;21;7/3/21 9:57
51;800;21,2;7/3/21 9:58
52;800;21,4;7/3/21 9:59
52;800;21,6;7/3/21 10:00
53;800;21,8;7/3/21 10:01
53;800;22;7/3/21 10:02
54;800;22,2;7/3/21 10:03
54;800;22,4;7/3/21 10:04
55;800;22,6;7/3/21 10:05
55;800;22,8;7/3/21 10:06
56;700;23;7/3/21 10:07
56;700;23,2;7/3/21 10:08
57;700;23,4;7/3/21 10:09
57;700;23,6;7/3/21 10:10
58;700;23,8;7/3/21 10:11
58;700;24;7/3/21 10:12
59;700;24,2;7/3/21 10:13
59;700;24,4;7/3/21 10:14
60;700;24,6;7/3/21 10:15
60;700;24,8;7/3/21 10:16
61;700;25;7/3/21 10:17
61;700;25,2;7/3/21 10:18
62;700;25,4;7/3/21 10:19
62;700;25,6;7/3/21 10:20
63;700;25,8;7/3/21 10:21
63;700;26;7/3/21 10:22
64;700;26,2;7/3/21 10:23
64;700;26,4;7/3/21 10:24
65;700;26,6;7/3/21 10:25
65;700;26,8;7/3/21 10:26
66;700;27;7/3/21 10:27
66;700;27,2;7/3/21 10:28
67;700;27,4;7/3/21 10:29
67;700;27,6;7/3/21 10:30
68;700;27,8;7/3/21 10:31
68;700;28;7/3/21 10:32
69;700;28,2;7/3/21 10:33
69;700;28,4;7/3/21 10:34
70;500;28,6;7/3/21 10:35
70;500;28,8;7/3/21 10:36
69;500;29;7/3/21 10:37
69;500;29,2;7/3/21 10:38
68;500;29,4;7/3/21 10:39
68;500;29,6;7/3/21 10:40
67;500;29,8;7/3/21 10:41
67;500;30;7/3/21 10:42
66;500;29,8;7/3/21 10:43
66;500;29,6;7/3/21 10:44
65;500;29,4;7/3/21 10:45
65;500;29,2;7/3/21 10:46
64;500;29;7/3/21 10:47
64;500;28,8;7/3/21 10:48
63;400;28,6;7/3/21 10:49
63;400;28,4;7/3/21 10:50
62;400;28,2;7/3/21 10:51
62;400;28;7/3/21 10:52
61;400;27,8;7/3/21 10:53
61;400;27,6;7/3/21 10:54
60;400;27,4;7/3/21 10:55
60;400;27,2;7/3/21 10:56
59;400;27;7/3/21 10:57
59;400;26,8;7/3/21 10:58
58;800;26,6;7/3/21 10:59
58;800;26,4;7/3/21 11:00
59;800;26,2;7/3/21 11:01
59;800;26;7/3/21 11:02
60;800;25,8;7/3/21 11:03
60;800;25,6;7/3/21 11:04
61;800;25,4;7/3/21 11:05
61;800;25,2;7/3/21 11:06
62;800;25;7/3/21 11:07
62;800;24,8;7/3/21 11:08
63;800;24,6;7/3/21 11:09
63;800;24,4;7/3/21 11:10
64;800;24,2;7/3/21 11:11
64;800;24;7/3/21 11:12
65;800;23,8;7/3/21 11:13
65;800;23,6;7/3/21 11:14
66;800;23,4;7/3/21 11:15
66;800;23,2;7/3/21 11:16
67;800;23;7/3/21 11:17
67;800;22,8;7/3/21 11:18
68;800;22,6;7/3/21 11:19
68;800;22,4;7/3/21 11:20
69;800;22,2;7/3/21 11:21
